ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Final_Pocket_Money_BP,Armes_et_Bouclier,Prebuilt_Kit_Tier,Prebuilt_Kit_Cost_Sp,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00084,Human,Tethyrian,Western Heartlands,Large Town,Groupe3_Coeur_Continental,Forest Stealth,Information Brokerage | Disguise & Impersonation | Streetwise (Urban Underworld) | Forgery of Documents & Seals,History of the Realms | Magical Schools & Traditions | Fall of Myth Drannor,Bone & Ivory Carving | Weaving & Spinning,Chondathan,Chondathan | Illuskan,214,0,"Coat of Plates, Bascinet, Messer, Kite Shield, Dagger",Kit 39,214.0,7.88,NO,None,,5,1,-4,0,12,190.0,92.4,2,4,-4,-5,-1,-2,-2,-4,-3,-6,Aucun,2026-06-05 12:31:17
CH-00085,Human,Chondathan,Western Heartlands,Remote Trading Post,Groupe3_Coeur_Continental,Open Land Navigation | Complex Terrain Navigation | Plains Tracking,Poison Lore & Subtle Application,Cultural Interactions | Fey & Feywild Knowledge | Dwarven Culture,Sail & Rope Making | Navigation (Land & Sea),Chondathan,Chondathan | Thorass,159,40,"Reinforced Gambeson, Bascinet, Arming Sword, Dagger",Kit 30,155.0,21.22,NO,None,,2,3,4,4,0,175.6,71.0,1,5,3,7,2,1,-3,4,8,5,Aucun,2026-06-05 12:31:17
CH-00086,Dwarf,Shield Dwarf,Citadel Adbar,Mining Camp,Groupe6_Bloc_Nain,Mountain Endurance | Technical Rock Climbing | Complex Terrain Navigation,Black Market Operations,Lost Kingdoms & Cities | Trade Routes & Commerce | Dragon Lore | Political Currents & Rivalries,Beekeeping | Masonry | Alchemy (Theory & Practice),Nain,Nain | Thorass,120,10,"Padded Jack, Sallet, Guisarme",Kit 27,119.0,23.59,NO,None,,7,4,1,-2,-1,146.5,83.2,-3,12,-7,2,2,8,4,0,9,-7,Vision dans le noir + Robustesse naine,2026-06-05 12:31:17
CH-00087,Human,Durpari,Unther,Large Town,Groupe12_Old_Empires,Coastal Survival,Disguise & Impersonation | Guild Knowledge & Politics | Urban Observation and Tailing | Noble Houses & Court Intrigue,"Festivals, Calendars & Traditions | Trade Routes & Commerce | Divine Myths & Legends",Leatherworking & Tanning | Brewing & Distilling,Chessentan,Chessentan | Durpari | Thayan | Untheric,220,60,"Coat of Plates, Bascinet, Messer, Kite Shield, Dagger",Kit 39,214.0,-4.4,YES,Sauvage,Magie Verte,-2,-2,1,-3,5,173.9,74.8,0,-3,-5,1,2,0,-5,3,-3,-5,Aucun,2026-06-05 12:31:17
CH-00088,Human,Tethyrian,Tethyr,Large Town,Groupe2_Sud_Marchand,Wild Plant Foraging | Open Land Navigation,Fences and Buyers Network | Heraldry & Lineage Recognition | Urban Observation and Tailing,"Festivals, Calendars & Traditions | Local Folklore & Legends | Nobility & Heraldry | Geography of Faerûn",Navigation (Land & Sea) | Leatherworking & Tanning,Tethyrian | Thorass,Chondathan | Tethyrian,269,10,"Padded Jack, Bascinet, Heavy Crossbow, Heavy Crossbow Bolts, Dagger",Kit 46,268.0,16.56,NO,None,,4,4,0,2,6,169.2,78.9,0,7,-2,6,-1,-5,-9,3,8,0,Aucun,2026-06-05 12:31:17
CH-00089,Human,Chondathan,Vilhon Reach,Smuggler's Port,Groupe4_Vilhon_Est,Plains Tracking | Advanced Tracking | Storm and Seasickness Mastery | Forced March Endurance | Open Land Navigation,Urban Observation and Tailing,Religious Cults & Orders | History of the Realms,Lens Making & Optics | Weapons & Armor Smithing,Illuskan,Chondathan | Illuskan | Turmish,298,40,"Arming Doublet, Mail Voiders, Simple Breastplate, Bascinet, Vambraces + Couters, Flanged Mace, Dagger",Kit 49,294.0,3.02,NO,None,,1,1,-2,2,10,170.9,71.0,0,1,6,-1,-2,4,-7,-6,0,5,Aucun,2026-06-05 12:31:17
CH-00090,Dwarf,Shield Dwarf,Citadel Adbar,Dwarven Fortress,Groupe6_Bloc_Nain,,Lockpicking and Trap Disarming | Streetwise (Urban Underworld) | Disguise & Impersonation | Guild Knowledge & Politics | Urban Stealth & Shadowing,History of Netheril | Geography of Faerûn | Spellplague & Its Aftermath | Cultural Interactions,Masonry | Smithing & Metallurgy,Thorass | Nain,Nain | Thorass,170,10,"Gambeson (long / fended), Simple Breastplate, Heater Shield, Arming Sword, Dagger",Kit 31,169.0,12.2,NO,None,,6,0,1,-5,11,145.0,92.4,-3,-2,-2,-4,3,-1,-1,-8,-7,-4,Vision dans le noir + Robustesse naine,2026-06-05 12:31:17
CH-00091,Other,Air Genasi,Anauroch,Rural Village,Groupe3_Coeur_Continental,Open Land Navigation | Wild Plant Foraging | Forest Stealth | Weather Reading | Complex Terrain Navigation,Fences and Buyers Network,Halfling Culture | Astronomy & Star Navigation,Navigation (Land & Sea) | Fireworks Making | Beekeeping,None,Auran | Infernal,68,0,"Gambeson, Cervelliere, Francisca",Kit 16,68.0,18.78,NO,None,,3,3,4,1,-1,164.7,74.8,-1,5,2,5,2,3,5,5,6,3,Affinité avec l'air,2026-06-05 12:31:17
CH-00092,Human,Rashemi,Hordelands (The Endless Wastes),Military Outpost,Groupe3_Coeur_Continental,Forced March Endurance | Advanced Tracking | Weather Reading | Plains Tracking | Wild Plant Foraging,,"Divine Myths & Legends | Weave Theory | Ancient Realms (Netheril, Imaskar...)",Masonry,Géant,Chondathan | Géant | Rashemi,87,20,"Gambeson, Bascinet, Pike",Kit 20,85.0,7.96,NO,None,,0,1,4,0,9,167.7,74.8,0,-3,2,5,2,3,-8,4,0,3,Aucun,2026-06-05 12:31:17
CH-00093,Human,Tethyrian,Sword Coast,Lake Village,Groupe1_Cote_des_Epees,Subterranean Hazard Resistance | Advanced Tracking | Trapping and Snaring | Underground Navigation | Wild Plant Foraging | Forest Stealth,Forgery of Documents & Seals | Information Brokerage,History of Netheril | Cultural Interactions | Major Cities & Regions | History of the Realms,Leatherworking & Tanning,Chondathan | Thorass,Chondathan | Tethyrian,200,60,"Aketon, Mail Haubergeon, Kettle Hat, Reinforced Spear, Great Targe, Dagger",Kit 35,194.0,-3.16,YES,Théurgique,Magie Blanche,-3,-1,1,-1,-1,168.0,63.9,0,1,-2,1,2,1,2,4,2,-2,Aucun,2026-06-05 12:31:17
CH-00094,Gnome,Forest Gnome,Moonwood,Isolated Hamlet,Groupe3_Coeur_Continental,Marsh Movement | Forest Stealth | Oceanic Navigation | Complex Terrain Navigation | Primitive Fire Mastery | Advanced Tracking,,"Political Currents & Rivalries | Festivals, Calendars & Traditions | Major Cities & Regions",Weaving & Spinning,Auran,Auran | Elfique | Gnomish,87,20,"Gambeson, Bascinet, Pike",Kit 20,85.0,0.73,NO,None,,-10,-4,5,-4,1,124.3,35.8,-6,3,5,2,4,-3,6,3,10,5,"Vision nocturne N1, Affinité nature",2026-06-05 12:31:17
CH-00095,Human,Tethyrian,Tethyr,Remote Monastery,Groupe2_Sud_Marchand,Open Land Navigation | Forest Stealth | Desert Water Mastery,Black Market Operations,Geography of Faerûn | Gnomish Culture | Local Folklore & Legends | Religious Cults & Orders,Accounting & Estate Management | Alchemy (Theory & Practice) | Brewing & Distilling,Tethyrian | Thorass,Lantanna | Tethyrian,256,420,"Coat of Plates, Bascinet, Messer, Kite Shield, Dagger",Kit 39,214.0,-1.62,NO,None,,-2,0,-1,1,5,159.2,60.6,-1,-1,7,2,-3,2,6,3,1,7,Aucun,2026-06-05 12:31:17
CH-00096,Halfling,Strongheart Halfling,Luiren,Rural Village,Groupe3_Coeur_Continental,Advanced Tracking | Primitive Fire Mastery | Wild Plant Foraging | Complex Terrain Navigation,Criminal Organizations & Syndicates,Guilds & Organizations | Lost Kingdoms & Cities | Laws & Customs of Nations | History of the Realms,Candle & Soap Making,Chondathan | Thorass,Chondathan,176,70,"Gambeson (long / fended), Simple Breastplate, Heater Shield, Arming Sword, Dagger",Kit 31,169.0,-15.32,YES,Sauvage,Magie Verte,-23,-12,2,-8,-2,115.1,21.1,-8,0,2,-1,2,-3,3,-8,10,1,Robustesse,2026-06-05 12:31:17
CH-00097,Human,Illuskan,Neverwinter,Large Town,Groupe1_Cote_des_Epees,Storm and Seasickness Mastery,Criminal Organizations & Syndicates | Lockpicking and Trap Disarming,Aberration Lore | Nobility & Heraldry | Divine Myths & Legends | Lost Kingdoms & Cities,Cooking (Fine Cuisine) | Preservation & Salting | Leatherworking & Tanning,Thorass,Illuskan | Thorass,168,130,"Reinforced Gambeson, Bascinet, Arming Sword, Dagger",Kit 30,155.0,16.95,NO,None,,6,3,-1,1,1,173.7,87.7,0,7,0,-3,0,9,7,3,1,-1,Aucun,2026-06-05 12:31:17
CH-00098,Dwarf,Shield Dwarf,Citadel Adbar,Mining Camp,Groupe6_Bloc_Nain,Mountain Endurance | Technical Rock Climbing | Hermetic Medicine | Underground Navigation,,Guilds & Organizations | Trade Routes & Commerce | Religious Cults & Orders | Geography of Faerûn,Bookbinding | Jewelry & Goldsmithing | Carpentry & Woodworking,Nain,Nain | Thorass,123,40,"Padded Jack, Sallet, Guisarme",Kit 27,119.0,-2.27,YES,Arcanique,Magicien,-1,-2,2,-8,0,134.1,67.4,-5,4,-11,1,4,1,3,-4,4,-11,Vision dans le noir + Robustesse naine,2026-06-05 12:31:17
CH-00099,Human,Calishite,Amn,Rural Village,Groupe2_Sud_Marchand,Desert Water Mastery | Open Land Navigation | Wild Plant Foraging | Advanced Tracking,Urban Observation and Tailing | Disguise & Impersonation,Magical Schools & Traditions | Fey & Feywild Knowledge | Orc & Goblinoid Culture,Smithing & Metallurgy,Tashalan,Chessentan | Mulhorandi | Tashalan,232,180,"Coat of Plates, Bascinet, Messer, Kite Shield, Dagger",Kit 39,214.0,48.38,NO,None,,8,4,8,3,-4,184.8,97.4,2,4,2,-1,8,-1,3,-2,-1,1,Aucun,2026-06-05 12:31:17
CH-00100,Human,Rashemi,Rashemen,Mountain Village,Groupe10_Rashemen,Wild Plant Foraging | Complex Terrain Navigation | Forest Stealth | Hermetic Medicine | Marsh Movement,,Orc & Goblinoid Culture | Major Religions & Deities | History of Netheril | Fey & Feywild Knowledge,Cabinetmaking & Marquetry | Glassworking | Ritual Object Crafting,Infernal | Rashemi,Infernal | Rashemi,106,10,"Gambeson (long / fended), Cervelliere, Falchion, Great Buckler",Kit 22,105.0,-9.39,YES,Arcanique,Magicien,-2,-4,-2,-6,7,154.8,71.0,-2,-3,-6,-4,1,-5,1,1,-5,-8,Aucun,2026-06-05 12:31:17
