ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00514,Human,Sossrim,The Cold Lands,Isolated Hamlet,Groupe3_Coeur_Continental,Extreme Cold Resistance | Arctic Hunting | Field Weapon Maintenance | Mountain Endurance | Technical Rock Climbing | Snow and Ice Shelter Building,,"Halfling Culture | Festivals, Calendars & Traditions | Religious Cults & Orders | Nobility & Heraldry",Heraldry & Lineage | Architecture,Uluik | Illuskan,Illuskan | Sossrim | Uluik,358,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,356,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-8.2,YES,Sauvage,Magie Noire,-9,-5,2,-5,-2,149.7,51.8,-3,-8,-2,8,0,5,7,3,1,0,Aucun,2026-05-28 13:35:34
CH-00515,Human,Chondathan,Western Heartlands,Isolated Farmstead,Groupe3_Coeur_Continental,Plains Tracking | Technical Rock Climbing | Underground Navigation | Weather Reading | Advanced Tracking | Open Land Navigation,,Elven Culture | Dwarven Culture | Major Religions & Deities | Weave Theory,Glassworking | Perfumery & Cosmetics,Chessentan | Chondathan,Chessentan | Chondathan | Turmish,1210,293.4,universal_standard,2,Comfortable,Cranial drill | Bill | Bevor,996.0,214,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cranial drill | Bill | Bevor,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),14.66,NO,None,,3,3,-2,4,3,183.5,78.9,2,3,4,1,-3,-6,4,5,2,4,Aucun,2026-05-28 13:35:34
CH-00516,Human,Mulan,Thay,Metropolis,Groupe9_Thay,Wild Plant Foraging,Urban Stealth & Shadowing | City Secrets & Hidden Routes | Criminal Organizations & Syndicates | Disguise & Impersonation | Urban Observation and Tailing,Major Cities & Regions | Weave Theory | Religious Cults & Orders | Guilds & Organizations,Ritual Object Crafting | Accounting & Estate Management | Cabinetmaking & Marquetry,Thayan,Mulhorandi | Thayan,2613,293.4,universal_standard,2,Comfortable,Arming Doublet | Burgonet (Maximilian),1500.0,1113,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Arming Doublet | Burgonet (Maximilian),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-5.78,YES,Théurgique,Magie Blanche,-2,-1,-3,-1,2,171.0,67.4,0,1,-3,3,-3,3,-5,0,3,-2,Aucun,2026-05-28 13:35:34
CH-00517,Half-orc,Half-Orc,Hordelands (The Endless Wastes),Nomad Camp,Groupe3_Coeur_Continental,Plains Tracking | Hermetic Medicine | Mountain Endurance | Weather Reading,Fences and Buyers Network,Major Religions & Deities | Gnomish Culture,Bookbinding | Weapons & Armor Smithing,None,Kara-Turan | Orc | Tuigan,463,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,461,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-10.61,YES,Théurgique,Magie Verte,-1,-5,-10,-6,9,166.1,83.2,0,-8,-7,-8,-5,2,6,-10,-13,-10,Force brutale + Vision dans le noir N1,2026-05-28 13:35:34
CH-00518,Dwarf,Gold Dwarf,Great Rift,Mountain Village,Groupe6_Bloc_Nain,Underground Navigation | Technical Rock Climbing | Mountain Endurance | Complex Terrain Navigation | Trapping and Snaring | Advanced Tracking,Temple Politics & Religious Intrigue,Aberration Lore | Trade Routes & Commerce | Nobility & Heraldry | Astronomy & Star Navigation,Weapons & Armor Smithing,Chondathan | Thorass,Chondathan | Géant | Nain,682,293.4,universal_standard,1,Modest,Burgonet (Maximilian),550.0,132,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Burgonet (Maximilian),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),2.76,NO,None,,3,1,-1,-7,0,117.2,67.4,-8,3,-2,6,-2,3,14,-3,6,0,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00519,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Open Land Navigation | Wild Plant Foraging | Plains Tracking,,Local Folklore & Legends | Religious Cults & Orders | Trade Routes & Commerce | Fall of Myth Drannor,Dyeing & Textile Coloring,Cormyrian | Chondathan,Chondathan | Cormyrian,966,293.4,universal_standard,1,Modest,Light Crossbow | Quiver,590.0,376,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Light Crossbow | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),6.14,NO,None,,3,2,-3,1,8,169.2,78.9,0,1,4,-1,-3,0,0,0,-1,3,Aucun,2026-05-28 13:35:34
CH-00520,Human,Illuskan,Sword Coast,Major Port City,Groupe1_Cote_des_Epees,Oceanic Navigation | Storm and Seasickness Mastery,Streetwise (Urban Underworld) | Fences and Buyers Network | Black Market Operations | Lockpicking and Trap Disarming,"Cosmology (Weave, Shadow Weave) | History of Magic | Fey & Feywild Knowledge | Trade Routes & Commerce",Ceramics & Pottery,Illuskan,Chondathan | Elfique | Illuskan | Sossrim,1779,293.4,universal_standard,2,Comfortable,Composite Crossbow | Plackart | Rouncey | Quiver,1640.0,139,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Composite Crossbow | Plackart | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,-10.41,YES,Arcanique,Magicien,-6,-4,-4,-2,5,166.5,60.6,0,-7,-1,2,-4,1,-5,-4,-3,-1,Aucun,2026-05-28 13:35:34
CH-00521,Human,Chondathan,Western Heartlands,Small Town,Groupe3_Coeur_Continental,Advanced Tracking | Open Land Navigation | Marsh Disease Resistance,Black Market Operations | City Secrets & Hidden Routes | Criminal Organizations & Syndicates,Fall of Myth Drannor | Major Cities & Regions | Political Currents & Rivalries | Trade Routes & Commerce,Clockmaking & Complex Mechanisms,Illuskan | Thorass,Chondathan | Illuskan,1105,293.4,universal_standard,1,Modest,Simple Breastplate | Kettle hat,780.0,325,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Simple Breastplate,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Kettle hat,2.04,NO,None,,0,-1,3,-2,13,173.8,83.2,0,-8,-1,6,2,1,-4,-2,-5,1,Aucun,2026-05-28 13:35:34
CH-00522,Half-elf,Wild Half-elf,High Forest,Logging Camp,Groupe3_Coeur_Continental,River Crossing | Wild Plant Foraging | Advanced Tracking | Marsh Movement | Hermetic Medicine,,"Ancient Realms (Netheril, Imaskar...) | Spellplague & Its Aftermath | Divine Myths & Legends | Trade Routes & Commerce",Herbalism & Potion Brewing,Chondathan | Druidic,Chondathan | Druidic | Elfique,764,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,762,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-10.15,YES,Théurgique,Magie Blanche,-6,-6,-2,-6,2,156.4,60.6,-2,-6,-5,-3,0,6,9,0,-6,-6,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00523,Dwarf,Urdunnir,Underdark,Logging Camp,Groupe14_Underdark,Hermetic Medicine | Technical Rock Climbing | Mountain Endurance,Criminal Organizations & Syndicates,Orc & Goblinoid Culture | Local Folklore & Legends,Cartography | Architecture,None,Nain,710,293.4,universal_standard,1,Modest,Pike | Leather chanfron | Buckler,680.0,30,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Pike | Leather chanfron | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),12.2,NO,None,,6,1,0,-5,5,130.3,83.2,-5,-2,1,2,0,5,4,2,-2,1,Marche à travers la pierre,2026-05-28 13:35:34
CH-00524,Dwarf,Gold Dwarf,Great Rift,Mountain Village,Groupe6_Bloc_Nain,Technical Rock Climbing | Mountain Endurance | Complex Terrain Navigation | Shelter Construction | Wild Plant Foraging | Underground Navigation,,History of the Realms | Gnomish Culture | Ruins & Major Archaeological Sites,Weaving & Spinning | Lens Making & Optics,Nain,Géant | Nain,617,293.4,universal_standard,1,Modest,"Rouncey | Lancet, bleeding",452.0,165,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,-8.62,YES,Théurgique,Magie Verte,-2,-2,-5,-8,-1,119.4,57.5,-7,2,-6,5,-5,5,2,-4,6,-5,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00525,Human,Chondathan,Western Heartlands,Rural Village,Groupe3_Coeur_Continental,Plains Tracking | Advanced Tracking | Open Land Navigation,,Aberration Lore | Divine Myths & Legends | Secret Organizations | Major Religions & Deities,Weapons & Armor Smithing | Poison Lore & Application,Chondathan,Chessentan | Chondathan,911,293.4,universal_standard,1,Modest,Rouncey | Gorget (élevé),825.0,86,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Gorget (élevé),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,-11.31,YES,Arcanique,Magicien,-5,-5,-2,-6,5,159.2,60.6,-1,2,-10,-6,2,7,2,-2,-1,-12,Aucun,2026-05-28 13:35:34
CH-00526,Half-elf,Wild Half-elf,Silver Marches (Luruar),Forest Village,Groupe7_Marches_Argent,Advanced Tracking | Technical Rock Climbing | Wild Plant Foraging | Complex Terrain Navigation | Mountain Endurance,,Astronomy & Star Navigation | Fall of Myth Drannor | Divine Myths & Legends | Cultural Interactions,Cartography | Fireworks Making | Cabinetmaking & Marquetry,Sylvestre | Thorass,Elfique | Illuskan | Reghed | Sylvestre,578,293.4,universal_standard,1,Modest,Short bow | Tassets longs | Quiver,580.0,-2,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Short bow | Tassets longs | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.66,NO,None,,-1,0,3,0,5,165.0,63.9,-1,1,4,2,2,6,-2,4,3,4,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00527,Human,Chondathan,The Dalelands,Forest Village,Groupe3_Coeur_Continental,Open Land Navigation | Forest Stealth | Advanced Tracking | Wild Plant Foraging | Plains Tracking,,Geography of Faerûn | Major Religions & Deities | Spellplague & Its Aftermath | Political Currents & Rivalries,Cartography | Embroidery & Fine Sewing,Chondathan,Chondathan | Druidic | Elfique,1056,293.4,universal_standard,1,Modest,Kettle hat | Arming Sword | Buckler,950.0,106,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Arming Sword | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Kettle hat,-1.0,NO,None,,0,-1,1,-1,13,175.4,83.2,1,-6,-3,3,1,-4,0,-3,-5,-2,Aucun,2026-05-28 13:35:34
CH-00528,Half-elf,Sea Half-elf,The Whalebones,Fishing Village,Groupe3_Coeur_Continental,Coastal Survival | Oceanic Navigation | Technical Rock Climbing | Dark Water Swimming | Underground Navigation,,Secret Organizations | Ruins & Major Archaeological Sites | Dwarven Culture,Shipbuilding | Masonry | Smithing & Metallurgy,Elfique,Aquan | Elfique | Illuskan,457,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,455,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-1.82,NO,None,,-3,-1,-3,1,10,177.3,63.9,1,-3,5,0,-4,0,-1,7,-2,5,Respiration aquatique,2026-05-28 13:35:34
CH-00529,Human,Vaasan,The Cold Lands,Mountain Village,Groupe3_Coeur_Continental,Extreme Cold Resistance | Snow and Ice Shelter Building | Arctic Hunting | Forced March Endurance | Mountain Endurance | Technical Rock Climbing,Streetwise (Urban Underworld),Major Cities & Regions | Aberration Lore | Major Religions & Deities,Navigation (Land & Sea),Géant,Géant | Illuskan | Sossrim,415,293.4,universal_standard,0,None,Backpack (medium leather) | Buckler,224.0,191,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Backpack (medium leather),-3.07,YES,Théurgique,Magie Blanche,2,-1,-5,-2,3,169.2,83.2,0,-4,0,-2,-4,7,-2,1,-6,-1,Aucun,2026-05-28 13:35:34
CH-00530,Human,Reghedman,Le Nord (The North),Farming Hamlet,Groupe5_Nord_Sauvage,Extreme Cold Resistance | Subterranean Hazard Resistance | Arctic Hunting,,Major Religions & Deities | Geography of Faerûn | Elven Culture | Genasi & Elemental Peoples,Animal Husbandry & Training,Illuskan | Géant,Géant | Illuskan,609,293.4,universal_standard,1,Modest,"Waterskin (1 gal) | Rouncey | Lancet, bleeding",455.0,154,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Waterskin (1 gal) | Rouncey,-12.63,YES,Arcanique,Magicien,-3,-5,-8,-5,9,160.4,74.8,-1,-13,-1,0,-7,3,-5,-4,-11,-1,Aucun,2026-05-28 13:35:34
CH-00531,Human,Calishite,Calimshan,Major Port City,Groupe2_Sud_Marchand,Plains Tracking,City Secrets & Hidden Routes | Urban Stealth & Shadowing | Urban Observation and Tailing | City Secrets & Hidden Routes | City Secrets & Hidden Routes,Major Religions & Deities | Nobility & Heraldry | Genasi & Elemental Peoples | Political Currents & Rivalries,Accounting & Estate Management | Poison Lore & Application | Dyeing & Textile Coloring,Calishite | Thorass,Calishite | Tashalan,4120,293.4,universal_standard,3,Wealthy,Destrier (quality) | Kettle hat | Lucerne Hammer,3900.0,220,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Destrier (quality),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Kettle hat | Lucerne Hammer,38.06,NO,None,,7,5,1,6,-1,196.8,97.4,3,2,6,4,-1,2,-4,5,1,7,Aucun,2026-05-28 13:35:34
CH-00532,Human,Mulan,Mulhorand,Nomad Camp,Groupe8_Mulhorand,Open Land Navigation | Marsh Movement | Advanced Tracking | Desert Water Mastery | Weather Reading,,Halfling Culture | Divine Myths & Legends | Guilds & Organizations | Legendary Artifacts & Relics,Papermaking & Ink Making | Leatherworking & Tanning,Thayan,Mulhorandi | Thayan,977,293.4,universal_standard,1,Modest,Voulge,720.0,257,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Voulge,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),2.66,NO,None,,-1,0,3,-1,10,163.4,71.0,-1,0,-2,5,2,-3,-4,2,3,-1,Aucun,2026-05-28 13:35:34
CH-00533,Human,Illuskan,Luskan,Fishing Village,Groupe1_Cote_des_Epees,Oceanic Navigation | Marsh Disease Resistance | Deep-Sea Fishing | Storm and Seasickness Mastery,Urban Stealth & Shadowing | Guild Knowledge & Politics,Major Cities & Regions | Spellplague & Its Aftermath | Divine Myths & Legends,Preservation & Salting | Dyeing & Textile Coloring,Chondathan,Chondathan | Illuskan,839,293.4,universal_standard,0,None,Mail coif,220.0,619,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Mail coif,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),0.64,NO,None,,-1,0,2,-1,7,172.4,71.0,0,3,-7,4,3,6,5,-2,4,-6,Aucun,2026-05-28 13:35:34
CH-00534,Human,Tethyrian,Tethyr,Isolated Farmstead,Groupe2_Sud_Marchand,Advanced Tracking | Open Land Navigation | Weather Reading | Desert Water Mastery,,Legendary Artifacts & Relics | Ruins & Major Archaeological Sites | Halfling Culture | Elven Culture,Animal Husbandry & Training | Leatherworking & Tanning | Locksmithing & Mechanisms,Cormyrian | Thorass,Cormyrian | Tethyrian,1804,293.4,universal_standard,1,Modest,Backpack (large leather) | Sallet ou Armet (classique),557.0,1247,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Sallet ou Armet (classique),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Backpack (large leather),0.36,NO,None,,1,1,-4,1,10,165.0,63.9,-1,3,9,-5,-4,-4,-5,2,0,7,Aucun,2026-05-28 13:35:34
CH-00535,Human,Chondathan,Sword Coast,Major Port City,Groupe1_Cote_des_Epees,Plains Tracking | Open Land Navigation,Sleight of Hand & Cheating | Sleight of Hand & Cheating | Disguise & Impersonation | Black Market Operations,"Festivals, Calendars & Traditions | Major Cities & Regions | Trade Routes & Commerce | Geography of Faerûn",Smithing & Metallurgy | Shipbuilding | Candle & Soap Making,Chondathan,Chondathan | Elfique | Turmish,1998,293.4,universal_standard,2,Comfortable,Plackart | Maul | Tassets longs | Buckler,1390.0,608,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Plackart | Maul | Tassets longs | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-9.99,YES,Arcanique,Magicien,-6,-3,-3,-3,-2,149.8,49.1,-3,3,3,-5,-1,3,5,3,2,1,Aucun,2026-05-28 13:35:34
CH-00536,Human,Calishite,Calimshan,Major Trade City,Groupe2_Sud_Marchand,,Streetwise (Urban Underworld) | Black Market Operations | Urban Observation and Tailing | Fences and Buyers Network | Forgery of Documents & Seals,"Major Cities & Regions | Laws & Customs of Nations | Festivals, Calendars & Traditions | Trade Routes & Commerce",Dyeing & Textile Coloring | Clockmaking & Complex Mechanisms,Thorass,Calishite | Chondathan | Infernal,3877,293.4,universal_standard,3,Wealthy,Besagews (paire) | Bevor | Cranequin Crossbow | Buckler | Quiver,2840.0,1037,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Besagews (paire) | Bevor | Cranequin Crossbow | Buckler | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.78,YES,Théurgique,Magie Blanche,-3,-2,1,0,1,177.2,71.0,1,-7,0,4,0,2,2,10,-4,1,Aucun,2026-05-28 13:35:34
