ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Starting_Armor_Set,Starting_Armor_Cost_BP,Starting_Capital_After_Armor_BP,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00050,Halfling,Lightfoot Halfling,Luiren,Farming Hamlet,Groupe3_Coeur_Continental,Advanced Tracking | Plains Tracking | Signaling and Rescue | Wild Plant Foraging | Primitive Fire Mastery | Forest Stealth,,Lost Kingdoms & Cities | History of the Realms | Weave Theory | Ruins & Major Archaeological Sites,Weapons & Armor Smithing | Accounting & Estate Management,Chondathan | Luiren,Chondathan | Luiren,47,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-7.03,YES,Arcanique,Magicien,-18,-6,3,-2,-12,122.5,23.5,-7,5,11,2,1,0,9,12,15,11,Furtivité,2026-05-31 23:48:00
CH-00051,Human,Damaran,Impiltur,Fishing Village,Groupe3_Coeur_Continental,Storm and Seasickness Mastery | Oceanic Navigation | Deep-Sea Fishing | Complex Terrain Navigation | Littoral Foraging,,"Festivals, Calendars & Traditions | Geography of Faerûn | Nobility & Heraldry | Major Cities & Regions",Carpentry & Woodworking,Chondathan | Thorass,Chondathan | Damaran | Impilturan | Reghed,80,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-13.05,YES,Théurgique,Magie Verte,-8,-5,-3,-6,1,141.9,49.1,-4,1,-4,0,-2,1,2,-3,4,-4,Aucun,2026-05-31 23:48:00
CH-00052,Dwarf,Shield Dwarf,Ironmaster,Mountain Village,Groupe3_Coeur_Continental,Technical Rock Climbing | Confined Space Stealth | Hermetic Medicine | Field Weapon Maintenance | Underground Navigation | Mountain Endurance,,Geography of Faerûn | Ruins & Major Archaeological Sites | Major Religions & Deities,Jewelry & Goldsmithing | Leatherworking & Tanning | Masonry,Nain,Géant | Illuskan | Nain,38,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.13,YES,Sauvage,Magie Verte,0,-2,1,-6,5,138.9,74.8,-4,-9,0,4,0,-2,-6,-1,-6,1,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00053,Halfling,Strongheart Halfling,Cormyr,Rural Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Advanced Tracking | Plains Tracking | Primitive Fire Mastery,Fences and Buyers Network | City Secrets & Hidden Routes,Lost Kingdoms & Cities | Secret Organizations | Nobility & Heraldry,Cabinetmaking & Marquetry,Chondathan,Chondathan | Gnomish | Thorass,85,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-14.58,YES,Arcanique,Magicien,-14,-6,-5,-4,-5,131.4,30.6,-5,7,2,-3,-4,5,6,14,11,1,Robustesse,2026-05-31 23:48:00
CH-00054,Human,Tethyrian,Amn,Large Town,Groupe2_Sud_Marchand,Desert Thermal Endurance | Forest Stealth | Wild Plant Foraging,Fences and Buyers Network | Fences and Buyers Network | Fences and Buyers Network,Elven Culture | Nobility & Heraldry | Geography of Faerûn | Trade Routes & Commerce,Dyeing & Textile Coloring,Thorass,Chondathan | Illuskan | Thorass,105,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),8.3,NO,None,,3,2,1,0,7,178.4,92.4,1,-4,-2,8,-1,5,0,9,-1,0,Aucun,2026-05-31 23:48:00
CH-00055,Human,Chondathan,Sword Coast,Lake Village,Groupe1_Cote_des_Epees,Technical Rock Climbing | Open Land Navigation | Plains Tracking | Advanced Tracking,High Society Manipulation,Political Currents & Rivalries | Orc & Goblinoid Culture | Fall of Myth Drannor,Navigation (Land & Sea) | Preservation & Salting | Clockmaking & Complex Mechanisms,Elfique,Chondathan | Elfique | Thorass,67,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.34,NO,None,,-2,0,4,0,7,173.9,74.8,0,-5,-1,9,2,-2,3,-1,0,2,Aucun,2026-05-31 23:48:00
CH-00056,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Advanced Tracking | Complex Terrain Navigation | Plains Tracking | Forest Stealth | Wild Plant Foraging,City Secrets & Hidden Routes,Guilds & Organizations | History of Magic | Cultural Interactions | Lost Kingdoms & Cities,Navigation (Land & Sea),Cormyrian | Chondathan,Chondathan | Cormyrian | Thorass,57,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),8.26,NO,None,,5,2,-7,0,11,180.1,87.7,1,4,-1,-4,-5,-1,-4,-8,-2,-3,Aucun,2026-05-31 23:48:00
CH-00057,Human,Calishite,Calimshan,Major Port City,Groupe2_Sud_Marchand,,Disguise & Impersonation | Information Brokerage | Streetwise (Urban Underworld) | Urban Stealth & Shadowing,Major Religions & Deities | Legendary Artifacts & Relics | Nobility & Heraldry | Major Cities & Regions,Locksmithing & Mechanisms,Chondathan | Thorass,Calishite | Chondathan | Lantanna,208,293.4,universal_standard,Aucune,0,0,0,,,0,220,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),11.52,NO,None,,0,1,5,1,3,152.2,60.6,-2,4,6,2,4,-3,0,9,5,6,Aucun,2026-05-31 23:48:00
CH-00058,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Complex Terrain Navigation | Open Land Navigation | Advanced Tracking | Plains Tracking | Game Butchering and Preservation | Wild Plant Foraging,Fences and Buyers Network,Gnomish Culture | Secret Organizations | Laws & Customs of Nations | Spellplague & Its Aftermath,Stoneworking | Stone & Wood Carving,Chondathan,Chondathan | Elfique | Illuskan,61,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.76,NO,None,,2,2,-3,2,4,177.0,74.8,1,4,2,-1,-3,-1,9,0,2,1,Aucun,2026-05-31 23:48:00
CH-00059,Human,Shaaran,The Shaar,Mining Camp,Groupe3_Coeur_Continental,Forced March Endurance | Plains Tracking | Advanced Tracking | Open Land Navigation,,Nobility & Heraldry | Religious Cults & Orders | History of Imaskar | History of Magic,Candle & Soap Making | Fireworks Making,Shaaran,Shaaran,50,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),13.16,NO,None,,5,1,2,0,7,183.2,92.4,2,4,-4,-8,6,5,8,1,-5,-7,Aucun,2026-05-31 23:48:00
CH-00060,Human,Chondathan,Vilhon Reach,Major Port City,Groupe4_Vilhon_Est,Open Land Navigation | Plains Tracking | Deep-Sea Fishing,Urban Stealth & Shadowing | Criminal Organizations & Syndicates | Sleight of Hand & Cheating | Urban Observation and Tailing,Gnomish Culture | Geography of Faerûn | Lost Kingdoms & Cities,Shipbuilding | Heraldry & Lineage | Cabinetmaking & Marquetry,Illuskan,Chondathan | Cormyrian | Illuskan,122,293.4,universal_standard,Aucune,0,0,0,,,0,10,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.24,YES,Théurgique,Magie Blanche,-2,-1,-2,1,2,187.0,71.0,2,-3,2,-1,-2,-4,2,-9,-4,1,Aucun,2026-05-31 23:48:00
CH-00061,Half-elf,Moon Half-elf,Sembia,Major Trade City,Groupe2_Sud_Marchand,,Noble Houses & Court Intrigue | Streetwise (Urban Underworld) | Fences and Buyers Network | Fences and Buyers Network,Dwarven Culture | Magical Schools & Traditions | Political Currents & Rivalries | Religious Cults & Orders,Weaving & Spinning | Papermaking & Ink Making | Cooking (Fine Cuisine),Chondathan | Thorass,Chondathan | Cormyrian | Elfique,200,293.4,universal_standard,Aucune,0,0,0,,,0,140,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),16.8,NO,None,,0,2,5,2,-2,163.5,63.9,-1,4,4,7,2,3,4,3,8,6,Méditation + Immunité sommeil + VN (N1),2026-05-31 23:48:00
CH-00062,Half-orc,Half-Orc,Spine of the World,Remote Trading Post,Groupe3_Coeur_Continental,Hermetic Medicine | Arctic Hunting | Weather Reading | Mountain Endurance | Dark Water Swimming | Snow and Ice Shelter Building,Streetwise (Urban Underworld),Lost Kingdoms & Cities | Court Etiquette & Protocol | Major Religions & Deities,Herbalism & Potion Brewing,Nain,Illuskan | Nain | Orc,32,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),8.56,NO,None,,6,0,-5,-4,12,170.3,108.2,0,-7,-4,-3,-3,9,4,-3,-12,-5,Force brutale + Vision dans le noir N1,2026-05-31 23:48:00
CH-00063,Human,Calishite,Calimshan,Large Town,Groupe2_Sud_Marchand,Desert Water Mastery | Desert Thermal Endurance | Wild Plant Foraging,Noble Houses & Court Intrigue | Fences and Buyers Network | Fences and Buyers Network,"Secret Organizations | Festivals, Calendars & Traditions",Weapons & Armor Smithing | Smithing & Metallurgy | Carpentry & Woodworking,Lantanna,Calishite | Chondathan | Halruaan | Lantanna,138,293.4,universal_standard,Aucune,0,0,0,,,0,20,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),28.1,NO,None,,4,4,3,5,-2,170.9,71.0,0,2,15,0,0,1,-1,8,1,15,Aucun,2026-05-31 23:48:00
CH-00064,Human,Chondathan,Chondath,Small Town,Groupe4_Vilhon_Est,Coastal Survival | Advanced Tracking | Open Land Navigation | Littoral Foraging,Urban Observation and Tailing | Lockpicking and Trap Disarming | Smuggling Networks | Disguise & Impersonation,Major Cities & Regions | Local Folklore & Legends | Gnomish Culture,Alchemy (Theory & Practice),Chondathan,Chessentan | Chondathan | Cormyrian | Infernal,74,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),9.3,NO,None,,1,2,1,3,5,183.6,71.0,2,7,0,1,1,3,-2,-1,6,0,Aucun,2026-05-31 23:48:00
CH-00065,Human,Calishite,Calimshan,Major Port City,Groupe2_Sud_Marchand,,Urban Stealth & Shadowing | Streetwise (Urban Underworld) | Urban Stealth & Shadowing | Guild Knowledge & Politics,Elven Culture | Political Currents & Rivalries | Trade Routes & Commerce,Glassworking | Jewelry & Goldsmithing | Herbalism & Potion Brewing,Chondathan,Chondathan | Mulhorandi | Thorass,214,293.4,universal_standard,Aucune,0,0,0,,,0,280,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),6.66,NO,None,,1,1,3,0,9,159.0,71.0,-1,1,2,4,2,6,-9,7,3,3,Aucun,2026-05-31 23:48:00
CH-00066,Dwarf,Gold Dwarf,Great Rift,Dwarven Fortress,Groupe6_Bloc_Nain,Wild Plant Foraging,Temple Politics & Religious Intrigue | Streetwise (Urban Underworld) | Criminal Organizations & Syndicates | City Secrets & Hidden Routes | Streetwise (Urban Underworld),"Trade Routes & Commerce | Spellplague & Its Aftermath | Cosmology (Weave, Shadow Weave) | Religious Cults & Orders",Masonry,Nain,Infernal | Nain,55,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),20.78,NO,None,,8,3,-2,-4,4,128.0,78.9,-6,3,6,0,-3,-5,-4,0,1,6,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00067,Human,Mulan,Unther,Frontier Colony,Groupe12_Old_Empires,Marsh Disease Resistance | Wild Plant Foraging | Marsh Movement | Technical Rock Climbing | Complex Terrain Navigation,,Divine Myths & Legends | Ruins & Major Archaeological Sites | Dragon Lore | Genasi & Elemental Peoples,Smithing & Metallurgy | Viticulture & Winemaking,Mulhorandi,Chessentan | Mulhorandi | Untheric,58,293.4,universal_standard,Aucune,0,0,0,,,0,10,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-8.41,YES,Arcanique,Magicien,-5,-3,-1,-3,-1,157.9,57.5,-2,2,-4,0,0,-3,7,2,3,-4,Aucun,2026-05-31 23:48:00
CH-00068,Human,Tethyrian,Tethyr,Mountain Village,Groupe2_Sud_Marchand,Weather Reading | Desert Water Mastery | Advanced Tracking | Plains Tracking | Wild Plant Foraging,Disguise & Impersonation,"Cosmology (Weave, Shadow Weave) | Laws & Customs of Nations | Dragon Lore | Aberration Lore",Taxidermy,Chondathan,Chondathan | Halruaan,69,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),32.34,NO,None,,9,5,-6,3,3,189.8,102.7,2,9,-3,1,-5,5,-9,0,4,-3,Aucun,2026-05-31 23:48:00
CH-00069,Half-elf,Moon Half-elf,Waterdeep,Major Port City,Groupe1_Cote_des_Epees,,Urban Stealth & Shadowing | City Secrets & Hidden Routes | Lockpicking and Trap Disarming | Urban Observation and Tailing | Guild Knowledge & Politics,Fey & Feywild Knowledge | Trade Routes & Commerce | Major Religions & Deities | Weave Theory,Accounting & Estate Management,Illuskan | Elfique,Elfique | Illuskan,249,293.4,universal_standard,Aucune,0,0,0,,,0,140,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),34.96,NO,None,,5,4,5,4,-4,190.2,83.2,2,9,1,-2,6,-2,8,8,4,0,Méditation + Immunité sommeil + VN (N1),2026-05-31 23:48:00
CH-00070,Human,Damaran,Damara,Fortified City,Groupe5_Nord_Sauvage,Complex Terrain Navigation | Hermetic Medicine | Technical Rock Climbing,Urban Stealth & Shadowing | City Secrets & Hidden Routes | Sleight of Hand & Cheating,Local Folklore & Legends | Laws & Customs of Nations | History of the Realms,Stone & Wood Carving | Smithing & Metallurgy,Chondathan,Chondathan,69,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.96,NO,None,,4,-1,-1,-1,17,184.9,92.4,2,-3,0,-11,3,5,-5,-6,-12,-4,Aucun,2026-05-31 23:48:00
CH-00071,Human,Ffolk,Moonshae Isles,Fishing Village,Groupe11_Moonshae,River Crossing | Snow and Ice Shelter Building | Oceanic Navigation | Battlefield Riding | Storm and Seasickness Mastery | Coastal Survival,Urban Observation and Tailing,Geography of Faerûn | Divine Myths & Legends | Laws & Customs of Nations | Legendary Artifacts & Relics,Weaving & Spinning | Carpentry & Woodworking | Beekeeping,Ffolk | Illuskan,Ffolk | Illuskan | Sossrim,43,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),7.96,NO,None,,1,0,4,0,7,181.9,78.9,1,-3,2,0,4,6,3,2,-4,2,Aucun,2026-05-31 23:48:00
CH-00072,Dwarf,Shield Dwarf,Citadel Adbar,Mountain Village,Groupe6_Bloc_Nain,Complex Terrain Navigation | Mountain Endurance | Technical Rock Climbing,Guild Knowledge & Politics,Divine Myths & Legends | History of Imaskar | Fall of Myth Drannor,Cooking (Fine Cuisine) | Cartography | Stone & Wood Carving,Nain,Nain | Thorass,32,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-8.86,YES,Théurgique,Magie Blanche,-2,-4,-5,-6,7,151.9,74.8,-2,-10,-4,3,-5,-1,-3,-4,-7,-3,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00073,Human,Chondathan,Chondath,Small Town,Groupe4_Vilhon_Est,Littoral Foraging | Dark Water Swimming | Open Land Navigation | Coastal Survival,Urban Stealth & Shadowing | Information Brokerage | Urban Observation and Tailing | Information Brokerage,Major Religions & Deities | Astronomy & Star Navigation | Local Folklore & Legends | Court Etiquette & Protocol,Dyeing & Textile Coloring | Cooking (Fine Cuisine),Infernal | Thorass,Chondathan | Infernal,91,293.4,universal_standard,Aucune,0,0,0,,,0,25,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.9,NO,None,,5,-1,-1,-2,18,191.4,108.2,2,-8,-1,-8,2,4,-4,2,-16,-4,Aucun,2026-05-31 23:48:00
