ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Final_Pocket_Money_BP,Armes_et_Bouclier,Armure,Monture_et_Reste,Equipment_Source,Prebuilt_Kit_Tier,Prebuilt_Kit_Cost_Sp,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00066,Half-elf,Moon Half-elf,Baldur's Gate,Major Port City,Groupe1_Cote_des_Epees,Complex Terrain Navigation | Littoral Foraging,City Secrets & Hidden Routes | Urban Stealth & Shadowing | Forgery of Documents & Seals | Urban Stealth & Shadowing | Urban Stealth & Shadowing,"Major Cities & Regions | Cosmology (Weave, Shadow Weave) | History of Imaskar | Divine Myths & Legends",High Court Intrigue & Politics,Chondathan,Chondathan | Sylvestre,1238,293.4,universal_standard,619,"Morning Star, Hand Axe, Reinforced Javelin (x3), Rotella (Size 6), Rapier, Broadsword","Armet (Italian articulated), Aventail, Mail Haubergeon (mid-length), Reinforced Gambeson (long), Gorget (reinforced), Vambraces + Couter, Gauntlets (articulated reinforced), Plackart, Cuisses (reinforced Maximilian), Mail Chausses, Poleyns + Knee guards, Greaves (normal), Sabatons (normal)",Aucun,PrebuiltTieredKit,1101-1500sp,1238,-4.4,YES,Arcanique,Magicien,-1,-2,-3,-2,4,170.9,71.0,0,-1,1,-6,-1,-4,0,-1,-5,-1,Méditation + Immunité sommeil + VN (N1),2026-06-04 17:13:13
CH-00067,Human,Chondathan,The Dalelands,Forest Village,Groupe3_Coeur_Continental,Open Land Navigation | Forest Stealth | Plains Tracking,Guild Knowledge & Politics,Dwarven Culture | Major Religions & Deities | Religious Cults & Orders | Local Folklore & Legends,Architecture | Bookbinding,Chondathan | Thorass,Chondathan,292,293.4,universal_standard,156,"Crossbow, Arming Sword","Gambeson (basic), Gauntlets (normal), Plackart, Poleyns + Knee guards",Crossbow Bolts (12),PrebuiltTieredKit,201-400sp,291,-3.62,YES,Théurgique,Magie Verte,-1,-2,0,-1,5,178.6,74.8,1,-2,-1,-4,2,-4,0,-4,-5,-3,Aucun,2026-06-04 17:13:13
CH-00068,Human,Tethyrian,Amn,Isolated Farmstead,Groupe2_Sud_Marchand,Wild Plant Foraging | Open Land Navigation | Forest Stealth | Desert Thermal Endurance | Advanced Tracking,Lockpicking and Trap Disarming | Sleight of Hand & Cheating,Major Cities & Regions | Local Folklore & Legends,Carpentry & Woodworking | Masonry,Chondathan,Chessentan | Chondathan | Elfique | Tethyrian,619,293.4,universal_standard,320,"Glaive, Messer, Rotella (Size 6)","Close Helmet, Simple Breastplate, Arming Doublet, Gorget (normal), Vambraces + Couter, Gauntlets (normal), Garde-reins, Plackart, Tassets (long), Mail Demi-chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (normal)",Aucun,PrebuiltTieredKit,401-700sp,618,-2.45,YES,Arcanique,Magicien,-5,-1,2,-1,-2,160.7,57.5,-1,4,-5,5,2,-3,-2,1,8,-4,Aucun,2026-06-04 17:13:13
CH-00069,Human,Maztican,Tashalar,Forest Village,Groupe3_Coeur_Continental,Forest Stealth | Coastal Survival | Marsh Movement | Advanced Tracking | Littoral Foraging,Disguise & Impersonation,Halfling Culture | Nobility & Heraldry | Fall of Myth Drannor | Magical Schools & Traditions,Accounting & Estate Management | Dyeing & Textile Coloring,Maztican | Thorass,Maztican | Nexalan | Shaaran | Tashalan,307,293.4,universal_standard,154,Flanged Mace,Aucune,"Courser, Riding Saddle, Plate chanfron",PrebuiltTieredKit,201-400sp,308,-8.89,YES,Théurgique,Magie Verte,-4,-3,-5,-1,4,175.6,71.0,1,-8,0,0,-5,-3,4,-10,-7,0,Aucun,2026-06-04 17:13:13
CH-00070,Human,Chondathan,Western Heartlands,Isolated Farmstead,Groupe3_Coeur_Continental,Technical Rock Climbing | Open Land Navigation | Advanced Tracking | Mountain Endurance | Plains Tracking,,Spellplague & Its Aftermath | Genasi & Elemental Peoples | Laws & Customs of Nations | Religious Cults & Orders,Architecture | Accounting & Estate Management | Stone & Wood Carving,Chondathan,Chondathan | Elfique | Thorass,399,293.4,universal_standard,210,"Club, Arming Sword, Sling, Small Rotella (Size 5)","Nasal Helmet, Mail Haubergeon (mid-length), Reinforced Gambeson, Bevor, Vambraces + Couter, Gauntlets (normal), Plackart, Cuisses (normal), Poleyns + Knee guards",Sling bullets (72),PrebuiltTieredKit,201-400sp,398,-5.91,YES,Théurgique,Magie Verte,2,-2,-8,-4,8,173.8,83.2,0,2,-7,-10,-3,2,-4,-8,-6,-11,Aucun,2026-06-04 17:13:13
CH-00071,Half-orc,Gray Orc,Underdark,Remote Trading Post,Groupe14_Underdark,Technical Rock Climbing | Confined Space Stealth | Underground Navigation | Hermetic Medicine | Deep-Sea Fishing,,Political Currents & Rivalries | Trade Routes & Commerce | Major Cities & Regions | Lost Kingdoms & Cities,Shipbuilding | Papermaking & Ink Making | Cooking (Fine Cuisine),Undercommon | Orc,Abyssal | Goblin | Orc | Undercommon,320,293.4,universal_standard,180,"Francisca, Hand Axe, Sling, Small Buckler (Size 2)","Burgonet, Aventail, Mail Shirt (sleeveless), Reinforced Gambeson, Gorget (articulated/raised), Plackart, Schynbalds / Demi-greaves",Sling bullets (72),PrebuiltTieredKit,201-400sp,318,50.06,NO,None,,13,6,-4,2,-2,182.9,114.1,1,5,7,-8,-2,3,3,0,-6,4,Discipline tribale,2026-06-04 17:13:13
CH-00072,Human,Tethyrian,Baldur's Gate,Major Port City,Groupe1_Cote_des_Epees,Dark Water Swimming | Coastal Survival | Advanced Tracking,Sleight of Hand & Cheating | Noble Houses & Court Intrigue | Heraldry & Lineage Recognition | Urban Observation and Tailing | Urban Observation and Tailing | Sleight of Hand & Cheating,Spellplague & Its Aftermath | Fall of Myth Drannor | Major Cities & Regions | Major Religions & Deities,Weaving & Spinning | Masonry,Thorass | Chondathan,Chondathan | Sembian | Tethyrian | Thorass,1487,293.4,universal_standard,744,"War Hammer (Renaissance), Messer, Javelin (x3), Rotella (Size 6), Maul, Arming Sword","Cervelière, Aventail, Simple Breastplate, Mail Haubergeon (mid-length), Arming Doublet, Gorget (reinforced), Vambraces + Couter + Rerebrace, Gauntlets (articulated reinforced), Fauld, Plackart, Garde-reins, Cuisses (normal), Mail Chausses, Poleyns + Knee guards, Schynbalds / Demi-greaves, Sabatons (broad bear-foot)","Destrier, Riding Saddle, Leather chanfron, Chain crinet",PrebuiltTieredKit,1101-1500sp,1497,42.08,NO,None,,8,5,3,5,-4,193.3,102.7,3,2,4,4,1,-5,6,14,0,5,Aucun,2026-06-04 17:13:13
CH-00073,Dwarf,Shield Dwarf,Mithral Hall,Dwarven Fortress,Groupe6_Bloc_Nain,,Noble Houses & Court Intrigue | Guild Knowledge & Politics | Streetwise (Urban Underworld) | Sleight of Hand & Cheating | Forgery of Documents & Seals,Halfling Culture | Nobility & Heraldry | Fall of Myth Drannor | Divine Myths & Legends,Viticulture & Winemaking | Architecture,Undercommon | Nain,Nain | Undercommon,406,293.4,universal_standard,223,"Glaive, Hand Axe","Barbute (Italian), Breastplate + Backplate, Arming Doublet, Vambraces + Couter + Rerebrace, Fauld, Garde-reins",Aucun,PrebuiltTieredKit,401-700sp,404,-3.52,YES,Sauvage,Magie Bleue,3,-2,-9,-7,6,138.8,78.9,-4,1,-6,-6,-5,2,-3,-6,-4,-8,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00074,Human,Calishite,Lake of Steam,Fishing Village,Groupe3_Coeur_Continental,Open Land Navigation | Desert Water Mastery | Coastal Survival | Oceanic Navigation | Desert Thermal Endurance,Criminal Organizations & Syndicates | Lockpicking and Trap Disarming,Court Etiquette & Protocol | Trade Routes & Commerce | Dragon Lore | Divine Myths & Legends,Masonry | Carpentry & Woodworking | Perfumery & Cosmetics,Calishite | Chondathan,Calishite | Chondathan | Tashalan,319,293.4,universal_standard,170,"Francisca, Hand Axe, Sling, Small Buckler (Size 2)","Burgonet, Aventail, Mail Shirt (sleeveless), Reinforced Gambeson, Gorget (articulated/raised), Plackart, Schynbalds / Demi-greaves",Sling bullets (72),PrebuiltTieredKit,201-400sp,318,16.62,NO,None,,3,3,3,2,2,178.6,83.2,1,1,2,4,2,6,2,7,1,3,Aucun,2026-06-04 17:13:13
CH-00075,Human,Illuskan,Neverwinter,Major Port City,Groupe1_Cote_des_Epees,Deep-Sea Fishing,Information Brokerage | Urban Stealth & Shadowing | Lockpicking and Trap Disarming | Lockpicking and Trap Disarming | Urban Stealth & Shadowing,Astronomy & Star Navigation | Nobility & Heraldry | Political Currents & Rivalries | Cultural Interactions,Ceramics & Pottery | Calligraphy & Illumination,Chondathan | Thorass,Chondathan | Illuskan | Thorass,419,293.4,universal_standard,210,"Lance, Arming Sword, Brocchiere (Size 1)","Bascinet (basic), Gambeson (basic), Vambraces + Couter","Courser, War Saddle",PrebuiltTieredKit,401-700sp,420,17.28,NO,None,,4,3,1,3,3,181.8,83.2,1,4,0,5,0,-5,2,3,4,1,Aucun,2026-06-04 17:13:13
CH-00076,Human,Chondathan,Chondath,Fishing Village,Groupe4_Vilhon_Est,Advanced Tracking | Plains Tracking | Open Land Navigation | Coastal Survival,,Major Cities & Regions | Trade Routes & Commerce | History of Magic | Political Currents & Rivalries,Dyeing & Textile Coloring | Carpentry & Woodworking,Cormyrian | Chondathan,Chondathan | Cormyrian,499,293.4,universal_standard,260,"Light Flail, Arming Sword","Nasal Helmet, Mail Coat (long with sleeves), Reinforced Gambeson (long), Gorget (normal), Couter (pair), Gauntlets (normal), Cuisses (normal), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,401-700sp,498,-0.87,NO,None,,2,0,-6,0,14,184.9,92.4,2,-6,-2,4,-6,-1,-5,2,-5,-1,Aucun,2026-06-04 17:13:13
CH-00077,Human,Tashalan,Chult,Fishing Village,Groupe3_Coeur_Continental,Marsh Disease Resistance | Advanced Tracking | Wild Plant Foraging | Forest Stealth,Urban Stealth & Shadowing,"Geography of Faerûn | Trade Routes & Commerce | Genasi & Elemental Peoples | Cosmology (Weave, Shadow Weave)",Viticulture & Winemaking | Navigation (Land & Sea) | Brewing & Distilling,Tashalan | Chultan,Chultan | Tashalan,245,293.4,universal_standard,132,"Spear, Hand Axe, Sling, Buckler (Size 3)","Morion, Mail Shirt (sleeveless), Reinforced Gambeson (long), Couter (pair), Poleyns + Knee guards",Sling bullets (72),PrebuiltTieredKit,201-400sp,244,34.94,NO,None,,4,4,8,2,-3,181.8,83.2,1,8,-4,5,8,-1,4,-8,7,-3,Aucun,2026-06-04 17:13:13
CH-00078,Human,Chondathan,The Dalelands,Forest Village,Groupe3_Coeur_Continental,Complex Terrain Navigation | Forest Stealth | Plains Tracking | Wild Plant Foraging | Advanced Tracking,,Nobility & Heraldry | Major Cities & Regions | Legendary Artifacts & Relics,Weapons & Armor Smithing,Druidic,Chondathan | Druidic | Illuskan,332,293.4,universal_standard,176,"Spear, Messer, Velites Parma (Size 9)","Kettle Hat, Mail coif, Mail Shirt (sleeveless), Pourpoint (light civil), Gorget (normal), Couter (pair), Gauntlets (normal), Plackart, Poleyns + Knee guards",Aucun,PrebuiltTieredKit,201-400sp,331,-2.0,NO,None,,-1,-1,0,0,14,188.5,78.9,2,-4,-1,-2,1,-1,0,6,-6,-2,Aucun,2026-06-04 17:13:13
CH-00079,Human,Mulan,Unther,Elven Enclave,Groupe12_Old_Empires,Mountain Endurance | Wild Plant Foraging | Hermetic Medicine,Urban Observation and Tailing | Forgery of Documents & Seals | Black Market Operations | Information Brokerage | Guild Knowledge & Politics,"Dragon Lore | Festivals, Calendars & Traditions | Spellplague & Its Aftermath | History of the Realms",Leatherworking & Tanning,Thayan | Thorass,Chessentan | Mulhorandi | Rashemi | Thayan | Untheric,445,293.4,universal_standard,222,"Arming Sword, Small Rotella (Size 5)","Nasal Helmet, Aventail, Brigandine (standard troop), Mail voiders (pair), Gauntlets (normal), Garde-reins, Fauld, Tassets (short pair), Poleyns + Knee guards",Partisan,PrebuiltTieredKit,401-700sp,447,15.26,NO,None,,3,2,4,1,4,181.7,87.7,1,-3,2,4,3,-1,5,2,-3,3,Aucun,2026-06-04 17:13:13
CH-00080,Half-elf,Moon Half-elf,Sembia,Major Trade City,Groupe2_Sud_Marchand,,Smuggling Networks | Urban Stealth & Shadowing | Urban Stealth & Shadowing | Urban Observation and Tailing | Urban Stealth & Shadowing,Secret Organizations | Trade Routes & Commerce | History of Magic | Dragon Lore,Leatherworking & Tanning,Sembian | Chondathan,Chondathan | Elven High Speech | Sembian,1889,293.4,universal_standard,944,"Lance, Falchion, Javelin (x3), Buckler (Size 3), Francisca, Arming Sword","Kettle Hat, Aventail, Mail Hauberk (complete), Breastplate + Backplate (tempered), Arming Doublet, Gorget (articulated/raised), Pauldrons + Guards, Vambraces + Couter, Gauntlets (normal), Garde-reins, Plackart, Fauld, Cuisses (normal), Mail Chausses, Poleyns + Knee guards, Greaves (normal), Sabatons (normal)","Destrier (quality), War Saddle, Leather barding, Plate chanfron, Leather crinet",PrebuiltTieredKit,1801-2200sp,1900,-6.83,YES,Théurgique,Magie Blanche,-3,-3,-6,-1,2,172.6,63.9,0,-1,1,-5,-4,2,2,4,-3,-1,Méditation + Immunité sommeil + VN (N1),2026-06-04 17:13:13
CH-00081,Gnome,Forest Gnome,High Forest,Forest Village,Groupe3_Coeur_Continental,Forest Stealth | Wild Plant Foraging | Marsh Movement | Advanced Tracking,Guild Knowledge & Politics,Genasi & Elemental Peoples | Trade Routes & Commerce,Cabinetmaking & Marquetry | Carpentry & Woodworking | Embroidery & Fine Sewing,None,Elven High Speech | Gnomish | Thorass,272,293.4,universal_standard,146,"Composite Bow, Hand Axe, Brocchiere (Size 1)","Leather Helmet, Gambeson (long / fended), Vambraces + Couter",Arrows (12),PrebuiltTieredKit,201-400sp,271,-10.05,YES,Arcanique,Magicien,-20,-11,4,-10,-3,113.8,27.5,-8,-5,-4,6,3,-7,6,2,8,-2,"Vision nocturne N1, Affinité nature",2026-06-04 17:13:13
CH-00082,Human,Calishite,Lantan,Small Town,Groupe3_Coeur_Continental,Underground Navigation | Open Land Navigation | Desert Water Mastery,Lockpicking and Trap Disarming | Sleight of Hand & Cheating,Religious Cults & Orders | Legendary Artifacts & Relics | Major Religions & Deities | Political Currents & Rivalries,Animal Husbandry & Training | Smithing & Metallurgy | Dyeing & Textile Coloring,Calishite | Tashalan,Calishite | Lantanna | Tashalan,1323,293.4,universal_standard,662,"Heavy Crossbow, Arming Sword, Arming Sword, Scimitar","Great Helm, Aventail, Mail Coat (long with sleeves), Reinforced Gambeson (long), Bevor, Vambraces + Couter, Gauntlets (articulated reinforced), Plackart, Cuisses (normal), Mail Demi-chausses, Poleyns + Knee guards, Schynbalds / Demi-greaves, Sabatons (broad bear-foot)","Rouncey, Riding Saddle, Leather chanfron, Chain crinet + Heavy Crossbow Bolts (48)",PrebuiltTieredKit,1101-1500sp,1338,12.16,NO,None,,5,2,0,0,7,166.1,83.2,0,3,3,-5,2,8,-1,1,-3,1,Aucun,2026-06-04 17:13:13
CH-00083,Human,Calishite,Calimshan,Large Town,Groupe2_Sud_Marchand,Desert Water Mastery,Noble Houses & Court Intrigue | Guild Knowledge & Politics | Black Market Operations | Sleight of Hand & Cheating,History of the Realms | History of Magic | Trade Routes & Commerce,Herbalism & Potion Brewing,Mulhorandi,Chondathan | Mulhorandi | Thorass,930,293.4,universal_standard,465,"Sidesword, Arming Sword, Javelin (x3), Large Rotella (Size 7)","Kettle Hat, Mail coif, Mail Haubergeon (mid-length), Reinforced Gambeson (long), Gorget (reinforced), Vambraces + Couter, Gauntlets (articulated reinforced), Plackart, Cuisses (reinforced Maximilian), Mail Demi-chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (normal)",Aucun,PrebuiltTieredKit,701-1100sp,933,21.48,NO,None,,3,2,5,3,2,166.2,74.8,0,-1,11,-1,4,5,-1,-1,-2,10,Aucun,2026-06-04 17:13:13
CH-00084,Human,Tethyrian,Amn,Major Trade City,Groupe2_Sud_Marchand,Forest Stealth,Urban Observation and Tailing | Sleight of Hand & Cheating | Criminal Organizations & Syndicates | City Secrets & Hidden Routes,History of Magic | History of the Realms | Magical Schools & Traditions | Guilds & Organizations,Shipbuilding | Locksmithing & Mechanisms,Thorass,Chondathan | Cormyrian | Thorass,993,293.4,universal_standard,497,"Glaive, Arming Sword, Sling, Brocchiere (Size 1), Bastard Sword, Falchion","Great Bascinet (with bevor), Mail coif, Mail Haubergeon (mid-length), Padded Jack (medium / troop), Gorget (reinforced), Vambraces + Couter + Rerebrace, Gauntlets (normal), Plackart, Cuisses (normal), Mail Chausses, Poleyns + Knee guards, Schynbalds / Demi-greaves, Sabatons (normal)",Sling bullets (24),PrebuiltTieredKit,701-1100sp,1002,-5.94,YES,Arcanique,Magicien,0,-2,-3,-3,3,167.7,74.8,0,0,-5,-4,0,-3,5,7,-3,-7,Aucun,2026-06-04 17:13:13
CH-00085,Human,Chondathan,Sembia,Isolated Farmstead,Groupe2_Sud_Marchand,Plains Tracking | Wild Plant Foraging | Advanced Tracking | Open Land Navigation | Forced March Endurance,,"Cosmology (Weave, Shadow Weave) | Festivals, Calendars & Traditions | Guilds & Organizations | Geography of Faerûn",Mosaic & Fresco Art | Ceramics & Pottery,Chondathan,Chessentan | Chondathan,878,293.4,universal_standard,439,"Lance, Messer","Nasal Helmet, Mail coif, Brigandine (standard troop), Pourpoint (light civil), Gorget (normal), Couter (pair), Gauntlets (articulated reinforced), Tassets (short pair), Poleyns + Knee guards","Destrier (quality), Riding Saddle, Leather barding",PrebuiltTieredKit,701-1100sp,885,16.2,NO,None,,5,3,-4,3,7,178.6,78.9,1,6,5,-2,-4,10,-12,2,2,4,Aucun,2026-06-04 17:13:13
CH-00086,Human,Chondathan,Sword Coast,Smuggler's Port,Groupe1_Cote_des_Epees,Hermetic Medicine | Desert Thermal Endurance | Plains Tracking | Advanced Tracking | Confined Space Stealth,Criminal Organizations & Syndicates | Information Brokerage,Lost Kingdoms & Cities | Court Etiquette & Protocol,Accounting & Estate Management,Chessentan,Chessentan | Chondathan | Thorass,463,293.4,universal_standard,232,"Light Crossbow, Arming Sword","Great Bascinet (with bevor), Jack of Plates, Arming Doublet, Gorget (normal), Mail voiders (pair), Schynbalds / Demi-greaves",Crossbow Bolts (24),PrebuiltTieredKit,401-700sp,463,-0.16,NO,None,,1,1,-3,0,8,177.0,78.9,1,4,-5,3,-3,0,3,9,4,-4,Aucun,2026-06-04 17:13:13
CH-00087,Half-elf,Wood Half-elf,Waterdeep,Large Town,Groupe1_Cote_des_Epees,Oceanic Navigation,Urban Stealth & Shadowing | Disguise & Impersonation | Guild Knowledge & Politics | Urban Observation and Tailing,Local Folklore & Legends | Major Cities & Regions | Court Etiquette & Protocol,Carpentry & Woodworking | Animal Husbandry & Training,Druidic,Chondathan | Druidic,1345,293.4,universal_standard,672,"Halberd, Arming Sword, Staff Sling, Brocchiere (Size 1), Francisca, Falchion","Cabasset, Mail coif, Breastplate + Backplate, Arming Doublet, Gorget (normal), Pauldrons + Guards, Besagews (pair), Mail voiders (pair), Gauntlets (articulated reinforced), Plackart, Garde-reins, Fauld, Tassets (short pair), Mail Demi-chausses, Poleyns + Knee guards, Greaves (normal), Sabatons (normal)","Rouncey, War Saddle, Leather barding, Leather chanfron, Chain crinet + Sling bullets (72)",PrebuiltTieredKit,1101-1500sp,1345,21.46,NO,None,,5,2,2,3,4,186.6,92.4,2,-5,9,-1,1,4,2,8,-8,8,Méditation + Immunité sommeil + VN (N1),2026-06-04 17:13:13
CH-00088,Half-elf,Wood Half-elf,Cormanthor,Forest Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Primitive Fire Mastery | Game Butchering and Preservation | Complex Terrain Navigation | Advanced Tracking | Shelter Construction,,Major Religions & Deities | Laws & Customs of Nations | Halfling Culture | Divine Myths & Legends,Brewing & Distilling | Stone & Wood Carving | Embroidery & Fine Sewing,Elfique | Thorass,Elfique,246,293.4,universal_standard,123,"Longbow, Messer, Small Buckler (Size 2)","Barbute (Italian), Reinforced Gambeson, Couter (pair), Plackart",Arrows (24),PrebuiltTieredKit,201-400sp,246,-1.24,NO,None,,-2,-1,1,-2,9,155.0,60.6,-2,5,-1,-2,2,13,-4,-1,4,-2,Méditation + Immunité sommeil + VN (N1),2026-06-04 17:13:13
CH-00089,Human,Netherese,Le Nord (The North),Isolated Hamlet,Groupe5_Nord_Sauvage,Mountain Endurance | Technical Rock Climbing | Underground Navigation | Desert Water Mastery | Subterranean Hazard Resistance,,"Ancient Realms (Netheril, Imaskar...) | Fall of Myth Drannor | Laws & Customs of Nations | Astronomy & Star Navigation",Cooking (Fine Cuisine),Netherese,Céleste | Illuskan | Netherese | Vaasan,216,293.4,universal_standard,108,"Reinforced Spear, Falchion, War Dart (x3)","Kettle Hat, Aventail, Gambeson (basic)",Aucun,PrebuiltTieredKit,201-400sp,216,6.9,NO,None,,-2,-1,5,0,10,182.0,71.0,1,-1,0,-3,6,1,-1,-5,-3,-1,Aucun,2026-06-04 17:13:13
CH-00090,Human,Halruaan,Halruaa,Remote Trading Post,Groupe3_Coeur_Continental,Marsh Movement | Marsh Disease Resistance | Weather Reading | Forest Stealth | Advanced Tracking,,"Laws & Customs of Nations | Cosmology (Weave, Shadow Weave) | Major Religions & Deities | Nobility & Heraldry",Papermaking & Ink Making | Carpentry & Woodworking | Leatherworking & Tanning,Thorass | Halruaan,Halruaan | Thorass,793,293.4,universal_standard,427,"Lance, Falchion, Javelin (x3), Small Buckler (Size 2)","Cabasset, Aventail, Breastplate + Backplate, Gambeson (long / fended), Gorget (reinforced), Pauldrons + Guards, Besagews (pair), Couter (pair), Gauntlets (normal), Fauld, Cuisses (normal), Mail Chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (normal)","Rouncey, Riding Saddle",PrebuiltTieredKit,701-1100sp,790,0.64,NO,None,,2,0,-1,-1,10,164.7,74.8,-1,0,4,-3,0,1,-1,1,-3,3,Aucun,2026-06-04 17:13:13
CH-00091,Dwarf,Gold Dwarf,Mithral Hall,Fortified City,Groupe6_Bloc_Nain,Complex Terrain Navigation | Snow and Ice Shelter Building | Mountain Endurance,Urban Stealth & Shadowing | Urban Stealth & Shadowing | Urban Stealth & Shadowing,Guilds & Organizations | Major Cities & Regions | Nobility & Heraldry,Rare Dye Making | Cooking (Fine Cuisine) | Papermaking & Ink Making,Thorass,Nain | Thorass,332,293.4,universal_standard,176,"Spear, Messer, Velites Parma (Size 9)","Kettle Hat, Mail coif, Mail Shirt (sleeveless), Pourpoint (light civil), Gorget (normal), Couter (pair), Gauntlets (normal), Plackart, Poleyns + Knee guards",Aucun,PrebuiltTieredKit,201-400sp,331,8.87,NO,None,,2,-1,5,-8,5,121.3,74.8,-7,-4,-3,5,4,5,5,6,-1,-2,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00092,Human,Mulan,Old Empires,Fortified City,Groupe12_Old_Empires,Technical Rock Climbing | Mountain Endurance | Wild Plant Foraging | Marsh Movement,Smuggling Networks | Information Brokerage | Poison Lore & Subtle Application | Forgery of Documents & Seals,Court Etiquette & Protocol | Dwarven Culture | Spellplague & Its Aftermath,Bone & Ivory Carving,Rashemi,Chessentan | Infernal | Mulhorandi | Rashemi,409,293.4,universal_standard,255,"Glaive, Hand Axe","Barbute (Italian), Breastplate + Backplate, Arming Doublet, Vambraces + Couter + Rerebrace, Fauld, Garde-reins",Aucun,PrebuiltTieredKit,401-700sp,404,8.44,NO,None,,4,2,-3,1,7,181.7,87.7,1,-2,5,-2,-3,2,2,1,-5,4,Aucun,2026-06-04 17:13:13
CH-00093,Human,Turami,Turmish,Small Town,Groupe2_Sud_Marchand,Mountain Endurance | Advanced Tracking,City Secrets & Hidden Routes | Disguise & Impersonation | Guild Knowledge & Politics,Religious Cults & Orders | Court Etiquette & Protocol | Fey & Feywild Knowledge | Fall of Myth Drannor,Animal Husbandry & Training | Ritual Object Crafting,Chondathan | Thorass,Chondathan | Halruaan | Lantanna,500,293.4,universal_standard,270,"Light Flail, Arming Sword","Nasal Helmet, Mail Coat (long with sleeves), Reinforced Gambeson (long), Gorget (normal), Couter (pair), Gauntlets (normal), Cuisses (normal), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,401-700sp,498,-5.13,YES,Arcanique,Magicien,1,-1,-6,-2,1,181.9,78.9,1,5,-7,-9,-1,-1,10,-4,-3,-10,Aucun,2026-06-04 17:13:13
CH-00094,Halfling,Lightfoot Halfling,Luiren,Remote Trading Post,Groupe3_Coeur_Continental,Plains Tracking | Wild Plant Foraging | Complex Terrain Navigation | Forest Stealth | Advanced Tracking,,"Religious Cults & Orders | Guilds & Organizations | Major Cities & Regions | Cosmology (Weave, Shadow Weave)",Candle & Soap Making,Elfique | Luiren,Chondathan | Elfique | Luiren,354,293.4,universal_standard,177,"Messer, Brocchiere (Size 1)","Nasal Helmet, Mail coif, Coat of Plates, Arming Doublet, Gorget (normal), Vambraces + Couter, Gauntlets (articulated reinforced), Plackart, Tassets (long), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,201-400sp,354,-6.24,YES,Arcanique,Magicien,-17,-8,4,-4,-7,125.7,27.5,-6,0,8,-1,3,0,7,1,8,7,Furtivité,2026-06-04 17:13:13
CH-00095,Human,Illuskan,Spine of the World,Farming Hamlet,Groupe3_Coeur_Continental,Advanced Tracking | Deep-Sea Fishing | Open Land Navigation | Storm and Seasickness Mastery | Signaling and Rescue,Information Brokerage,Major Religions & Deities | Geography of Faerûn | History of Magic | Divine Myths & Legends,Shipbuilding | Calligraphy & Illumination,Northlander | Illuskan,Illuskan | Northlander | Reghed,163,293.4,universal_standard,82,"Hand Axe, Reinforced Javelin (x3), Large Rotella (Size 7)","Leather Helmet, Gambeson (basic), Gorget (reinforced), Couter (pair)",Knife,PrebuiltTieredKit,101-200sp,163,20.89,NO,None,,6,4,-1,2,6,178.6,83.2,1,9,2,-5,1,-3,-4,-5,2,0,Aucun,2026-06-04 17:13:13
CH-00096,Human,Tethyrian,Sword Coast,Fishing Village,Groupe1_Cote_des_Epees,Marsh Movement | Technical Rock Climbing | Forest Stealth | Wild Plant Foraging | Advanced Tracking,Guild Knowledge & Politics | Streetwise (Urban Underworld),Spellplague & Its Aftermath | Court Etiquette & Protocol | Major Religions & Deities | Legendary Artifacts & Relics,Masonry | Navigation (Land & Sea) | Beekeeping,Chondathan | Thorass,Chondathan | Tethyrian,415,293.4,universal_standard,208,"Lance, Messer, Large Rotella (Size 7)","Kettle Hat, Reinforced Gambeson (long), Gorget (articulated/raised), Vambraces + Couter, Plackart","Courser, Riding Saddle, Leather crinet",PrebuiltTieredKit,401-700sp,416,-9.31,YES,Théurgique,Magie Blanche,-6,-4,-1,-3,3,153.7,57.5,-2,-5,1,2,-1,-1,-2,1,-1,1,Aucun,2026-06-04 17:13:13
